Sounder, Date (dd/MM/YYYY), Time (hh:mm:ss), Latitude (DD;MM;SS.sss H), Longitude  (DD;MM;SS.sss H),depth, Range (m),time,lat,lon,,
EA600-18kHz,11/27/22,7:02:46 AM,30;27;13.940 S,43;22;19.564 E,1788.42,1779.95,11/27/22 7:02:46 AM,-30.45387222,43.37210111,,
EA600-18kHz,11/27/22,7:02:56 AM,30;27;15.108 S,43;22;16.670 E,1789.36,1780.89,11/27/22 7:02:56 AM,-30.45419667,43.37129722,,
EA600-18kHz,11/27/22,7:03:06 AM,30;27;16.263 S,43;22;13.773 E,1790.37,1782.21,11/27/22 7:03:06 AM,-30.4545175,43.3704925,,
EA600-18kHz,11/27/22,7:03:16 AM,30;27;17.430 S,43;22;10.868 E,1791.7,1783.83,11/27/22 7:03:16 AM,-30.45484167,43.36968556,,
EA600-18kHz,11/27/22,7:03:26 AM,30;27;18.613 S,43;22;07.974 E,1793.1,1785.06,11/27/22 7:03:26 AM,-30.45517028,43.36888167,,
EA600-18kHz,11/27/22,7:03:36 AM,30;27;19.756 S,43;22;05.070 E,1794.38,1786.47,11/27/22 7:03:36 AM,-30.45548778,43.368075,,
EA600-18kHz,11/27/22,7:03:46 AM,30;27;20.879 S,43;22;02.155 E,1795.6,1787.64,11/27/22 7:03:46 AM,-30.45579972,43.36726528,,
EA600-18kHz,11/27/22,7:03:56 AM,30;27;22.030 S,43;21;59.226 E,1797.21,1789.05,11/27/22 7:03:56 AM,-30.45611944,43.36645167,,
EA600-18kHz,11/27/22,7:04:06 AM,30;27;23.145 S,43;21;56.302 E,1797.86,1789.66,11/27/22 7:04:06 AM,-30.45642917,43.36563944,,
EA600-18kHz,11/27/22,7:04:16 AM,30;27;24.283 S,43;21;53.386 E,1798.27,1790,11/27/22 7:04:16 AM,-30.45674528,43.36482944,,
EA600-18kHz,11/27/22,7:04:26 AM,30;27;25.431 S,43;21;50.486 E,1799.84,1791.61,11/27/22 7:04:26 AM,-30.45706417,43.36402389,,
EA600-18kHz,11/27/22,7:04:36 AM,30;27;26.542 S,43;21;47.580 E,1800.64,1792.43,11/27/22 7:04:36 AM,-30.45737278,43.36321667,,
EA600-18kHz,11/27/22,7:04:46 AM,30;27;27.680 S,43;21;44.683 E,1802.23,1794.02,11/27/22 7:04:46 AM,-30.45768889,43.36241194,,
EA600-18kHz,11/27/22,7:04:56 AM,30;27;28.788 S,43;21;41.767 E,1803.64,1795.68,11/27/22 7:04:56 AM,-30.45799667,43.36160194,,
EA600-18kHz,11/27/22,7:05:06 AM,30;27;29.904 S,43;21;38.826 E,1804.98,1796.88,11/27/22 7:05:06 AM,-30.45830667,43.360785,,
EA600-18kHz,11/27/22,7:05:16 AM,30;27;31.002 S,43;21;35.933 E,1806.35,1798.44,11/27/22 7:05:16 AM,-30.45861167,43.35998139,,
EA600-18kHz,11/27/22,7:05:26 AM,30;27;32.111 S,43;21;33.006 E,1807.5,1799.64,11/27/22 7:05:26 AM,-30.45891972,43.35916833,,
EA600-18kHz,11/27/22,7:05:36 AM,30;27;33.245 S,43;21;30.098 E,1809.04,1800.74,11/27/22 7:05:36 AM,-30.45923472,43.35836056,,
EA600-18kHz,11/27/22,7:05:46 AM,30;27;34.380 S,43;21;27.193 E,1810.14,1801.97,11/27/22 7:05:46 AM,-30.45955,43.35755361,,
EA600-18kHz,11/27/22,7:05:56 AM,30;27;35.531 S,43;21;24.280 E,1810.92,1802.75,11/27/22 7:05:56 AM,-30.45986972,43.35674444,,
EA600-18kHz,11/27/22,7:06:06 AM,30;27;36.688 S,43;21;21.392 E,1811.05,1803.46,11/27/22 7:06:06 AM,-30.46019111,43.35594222,,
EA600-18kHz,11/27/22,7:06:16 AM,30;27;37.848 S,43;21;18.474 E,1812.19,1804.67,11/27/22 7:06:16 AM,-30.46051333,43.35513167,,
EA600-18kHz,11/27/22,7:06:26 AM,30;27;39.050 S,43;21;15.646 E,1813.8,1805.88,11/27/22 7:06:26 AM,-30.46084722,43.35434611,,
EA600-18kHz,11/27/22,7:06:36 AM,30;27;40.193 S,43;21;12.763 E,1814.52,1806.87,11/27/22 7:06:36 AM,-30.46116472,43.35354528,,
EA600-18kHz,11/27/22,7:06:46 AM,30;27;41.339 S,43;21;09.908 E,1815.95,1808.28,11/27/22 7:06:46 AM,-30.46148306,43.35275222,,
EA600-18kHz,11/27/22,7:06:56 AM,30;27;42.498 S,43;21;07.036 E,1817.28,1809.72,11/27/22 7:06:56 AM,-30.461805,43.35195444,,
EA600-18kHz,11/27/22,7:07:06 AM,30;27;43.624 S,43;21;04.164 E,1818.97,1811.29,11/27/22 7:07:06 AM,-30.46211778,43.35115667,,
EA600-18kHz,11/27/22,7:07:16 AM,30;27;44.762 S,43;21;01.298 E,1820.43,1812.79,11/27/22 7:07:16 AM,-30.46243389,43.35036056,,
EA600-18kHz,11/27/22,7:07:26 AM,30;27;45.917 S,43;20;58.414 E,1821.96,1814.5,11/27/22 7:07:26 AM,-30.46275472,43.34955944,,
EA600-18kHz,11/27/22,7:07:36 AM,30;27;47.076 S,43;20;55.555 E,1823.34,1815.94,11/27/22 7:07:36 AM,-30.46307667,43.34876528,,
EA600-18kHz,11/27/22,7:07:46 AM,30;27;48.245 S,43;20;52.697 E,1825.6,1817.92,11/27/22 7:07:46 AM,-30.46340139,43.34797139,,
EA600-18kHz,11/27/22,7:07:56 AM,30;27;49.425 S,43;20;49.905 E,1827.64,1819.31,11/27/22 7:07:56 AM,-30.46372917,43.34719583,,
EA600-18kHz,11/27/22,7:08:07 AM,30;27;50.612 S,43;20;47.081 E,1829.43,1821.23,11/27/22 7:08:07 AM,-30.46405889,43.34641139,,
EA600-18kHz,11/27/22,7:08:17 AM,30;27;51.811 S,43;20;44.296 E,1831.16,1822.85,11/27/22 7:08:17 AM,-30.46439194,43.34563778,,
EA600-18kHz,11/27/22,7:08:27 AM,30;27;53.041 S,43;20;41.513 E,1832.57,1824.39,11/27/22 7:08:27 AM,-30.46473361,43.34486472,,
EA600-18kHz,11/27/22,7:08:37 AM,30;27;54.264 S,43;20;38.738 E,1833.89,1826.24,11/27/22 7:08:37 AM,-30.46507333,43.34409389,,
EA600-18kHz,11/27/22,7:08:47 AM,30;27;55.535 S,43;20;35.996 E,1835.97,1828.19,11/27/22 7:08:47 AM,-30.46542639,43.34333222,,
EA600-18kHz,11/27/22,7:08:57 AM,30;27;56.763 S,43;20;33.201 E,1837.81,1830.14,11/27/22 7:08:57 AM,-30.4657675,43.34255583,,
EA600-18kHz,11/27/22,7:09:07 AM,30;27;58.023 S,43;20;30.439 E,1840.49,1832.44,11/27/22 7:09:07 AM,-30.4661175,43.34178861,,
EA600-18kHz,11/27/22,7:09:17 AM,30;27;59.267 S,43;20;27.688 E,1842.33,1834.44,11/27/22 7:09:17 AM,-30.46646306,43.34102444,,
EA600-18kHz,11/27/22,7:09:37 AM,30;28;01.688 S,43;20;22.144 E,1846.84,1839.35,11/27/22 7:09:37 AM,-30.46713556,43.33948444,,
EA600-18kHz,11/27/22,7:09:47 AM,30;28;02.885 S,43;20;19.374 E,1850.72,1843.12,11/27/22 7:09:47 AM,-30.46746806,43.338715,,
EA600-18kHz,11/27/22,7:09:57 AM,30;28;04.098 S,43;20;16.567 E,1851.42,1843.8,11/27/22 7:09:57 AM,-30.467805,43.33793528,,
EA600-18kHz,11/27/22,7:10:07 AM,30;28;05.272 S,43;20;13.764 E,1853.33,1845.63,11/27/22 7:10:07 AM,-30.46813111,43.33715667,,
EA600-18kHz,11/27/22,7:10:17 AM,30;28;06.484 S,43;20;10.969 E,1855.99,1848.09,11/27/22 7:10:17 AM,-30.46846778,43.33638028,,
EA600-18kHz,11/27/22,7:10:27 AM,30;28;07.641 S,43;20;08.153 E,1858.05,1850.46,11/27/22 7:10:27 AM,-30.46878917,43.33559806,,
EA600-18kHz,11/27/22,7:10:37 AM,30;28;08.799 S,43;20;05.330 E,1860.48,1852.97,11/27/22 7:10:37 AM,-30.46911083,43.33481389,,
EA600-18kHz,11/27/22,7:10:47 AM,30;28;09.976 S,43;20;02.527 E,1863.32,1855.77,11/27/22 7:10:47 AM,-30.46943778,43.33403528,,
EA600-18kHz,11/27/22,7:10:57 AM,30;28;11.182 S,43;19;59.721 E,1867.53,1859.51,11/27/22 7:10:57 AM,-30.46977278,43.33325583,,
EA600-18kHz,11/27/22,7:11:07 AM,30;28;12.348 S,43;19;56.921 E,1868.77,1861.02,11/27/22 7:11:07 AM,-30.47009667,43.33247806,,
EA600-18kHz,11/27/22,7:11:17 AM,30;28;13.564 S,43;19;54.122 E,1871.03,1863.25,11/27/22 7:11:17 AM,-30.47043444,43.33170056,,
EA600-18kHz,11/27/22,7:11:27 AM,30;28;14.794 S,43;19;51.330 E,1873.45,1865.71,11/27/22 7:11:27 AM,-30.47077611,43.330925,,
EA600-18kHz,11/27/22,7:11:37 AM,30;28;15.988 S,43;19;48.531 E,1875.52,1868.25,11/27/22 7:11:37 AM,-30.47110778,43.3301475,,
EA600-18kHz,11/27/22,7:11:47 AM,30;28;17.203 S,43;19;45.775 E,1878.97,1871.3,11/27/22 7:11:47 AM,-30.47144528,43.32938194,,
EA600-18kHz,11/27/22,7:12:07 AM,30;28;19.607 S,43;19;40.254 E,1885.4,1877.51,11/27/22 7:12:07 AM,-30.47211306,43.32784833,,
EA600-18kHz,11/27/22,7:12:17 AM,30;28;20.808 S,43;19;37.469 E,1887.3,1879.81,11/27/22 7:12:17 AM,-30.47244667,43.32707472,,
EA600-18kHz,11/27/22,7:12:27 AM,30;28;22.016 S,43;19;34.701 E,1889.76,1882.32,11/27/22 7:12:27 AM,-30.47278222,43.32630583,,
EA600-18kHz,11/27/22,7:12:37 AM,30;28;23.237 S,43;19;31.942 E,1894.45,1886.9,11/27/22 7:12:37 AM,-30.47312139,43.32553944,,
EA600-18kHz,11/27/22,7:12:47 AM,30;28;24.416 S,43;19;29.191 E,1896.12,1888.54,11/27/22 7:12:47 AM,-30.47344889,43.32477528,,
EA600-18kHz,11/27/22,7:12:57 AM,30;28;25.606 S,43;19;26.433 E,1899.67,1892.22,11/27/22 7:12:57 AM,-30.47377944,43.32400917,,
EA600-18kHz,11/27/22,7:13:07 AM,30;28;26.793 S,43;19;23.669 E,1901.97,1894.57,11/27/22 7:13:07 AM,-30.47410917,43.32324139,,
EA600-18kHz,11/27/22,7:13:17 AM,30;28;27.980 S,43;19;20.868 E,1905.2,1898.14,11/27/22 7:13:17 AM,-30.47443889,43.32246333,,
EA600-18kHz,11/27/22,7:13:27 AM,30;28;29.210 S,43;19;18.062 E,1908.88,1901.65,11/27/22 7:13:27 AM,-30.47478056,43.32168389,,
EA600-18kHz,11/27/22,7:13:37 AM,30;28;30.410 S,43;19;15.287 E,1917.57,1910.77,11/27/22 7:13:37 AM,-30.47511389,43.32091306,,
EA600-18kHz,11/27/22,7:13:47 AM,30;28;31.627 S,43;19;12.525 E,1920.47,1913.16,11/27/22 7:13:47 AM,-30.47545194,43.32014583,,
EA600-18kHz,11/27/22,7:13:57 AM,30;28;32.802 S,43;19;09.737 E,1920.43,1913.07,11/27/22 7:13:57 AM,-30.47577833,43.31937139,,
EA600-18kHz,11/27/22,7:14:07 AM,30;28;33.973 S,43;19;06.940 E,1924.21,1917.17,11/27/22 7:14:07 AM,-30.47610361,43.31859444,,
EA600-18kHz,11/27/22,7:14:18 AM,30;28;35.137 S,43;19;04.133 E,1926.93,1919.67,11/27/22 7:14:18 AM,-30.47642694,43.31781472,,
EA600-18kHz,11/27/22,7:14:28 AM,30;28;36.308 S,43;19;01.332 E,1930.46,1923.53,11/27/22 7:14:28 AM,-30.47675222,43.31703667,,
EA600-18kHz,11/27/22,7:14:38 AM,30;28;37.503 S,43;18;58.536 E,1933.63,1926.69,11/27/22 7:14:38 AM,-30.47708417,43.31626,,
EA600-18kHz,11/27/22,7:14:48 AM,30;28;38.709 S,43;18;55.736 E,1937.61,1930.66,11/27/22 7:14:48 AM,-30.47741917,43.31548222,,
EA600-18kHz,11/27/22,7:14:58 AM,30;28;39.942 S,43;18;52.983 E,1941.16,1933.61,11/27/22 7:14:58 AM,-30.47776167,43.3147175,,
EA600-18kHz,11/27/22,7:15:08 AM,30;28;41.147 S,43;18;50.270 E,1944.09,1937.23,11/27/22 7:15:08 AM,-30.47809639,43.31396389,,
EA600-18kHz,11/27/22,7:15:18 AM,30;28;42.347 S,43;18;47.565 E,1947.16,1940.28,11/27/22 7:15:18 AM,-30.47842972,43.3132125,,
EA600-18kHz,11/27/22,7:15:38 AM,30;28;44.789 S,43;18;42.098 E,1954.79,1947.85,11/27/22 7:15:38 AM,-30.47910806,43.31169389,,
EA600-18kHz,11/27/22,7:15:48 AM,30;28;46.011 S,43;18;39.362 E,1958.29,1951.29,11/27/22 7:15:48 AM,-30.4794475,43.31093389,,
EA600-18kHz,11/27/22,7:15:58 AM,30;28;47.259 S,43;18;36.614 E,1962.86,1955.71,11/27/22 7:15:58 AM,-30.47979417,43.31017056,,
EA600-18kHz,11/27/22,7:16:08 AM,30;28;48.524 S,43;18;33.885 E,1964.6,1957.15,11/27/22 7:16:08 AM,-30.48014556,43.3094125,,
EA600-18kHz,11/27/22,7:16:18 AM,30;28;49.777 S,43;18;31.150 E,1965.83,1958.83,11/27/22 7:16:18 AM,-30.48049361,43.30865278,,
EA600-18kHz,11/27/22,7:16:28 AM,30;28;51.039 S,43;18;28.403 E,1968.18,1961.17,11/27/22 7:16:28 AM,-30.48084417,43.30788972,,
EA600-18kHz,11/27/22,7:16:38 AM,30;28;52.304 S,43;18;25.645 E,1970.72,1963.74,11/27/22 7:16:38 AM,-30.48119556,43.30712361,,
EA600-18kHz,11/27/22,7:16:48 AM,30;28;53.493 S,43;18;22.882 E,1973.45,1966.51,11/27/22 7:16:48 AM,-30.48152583,43.30635611,,
EA600-18kHz,11/27/22,7:16:58 AM,30;28;54.754 S,43;18;20.141 E,1976.79,1969.89,11/27/22 7:16:58 AM,-30.48187611,43.30559472,,
EA600-18kHz,11/27/22,7:17:08 AM,30;28;55.976 S,43;18;17.399 E,1978.51,1971.83,11/27/22 7:17:08 AM,-30.48221556,43.30483306,,
EA600-18kHz,11/27/22,7:17:18 AM,30;28;57.230 S,43;18;14.639 E,1984.87,1977.82,11/27/22 7:17:18 AM,-30.48256389,43.30406639,,
EA600-18kHz,11/27/22,7:17:28 AM,30;28;58.475 S,43;18;11.880 E,1986.95,1979.92,11/27/22 7:17:28 AM,-30.48290972,43.3033,,
EA600-18kHz,11/27/22,7:17:38 AM,30;28;59.720 S,43;18;09.103 E,1989.36,1982.32,11/27/22 7:17:38 AM,-30.48325556,43.30252861,,
EA600-18kHz,11/27/22,7:17:48 AM,30;29;00.949 S,43;18;06.354 E,1992.24,1985.34,11/27/22 7:17:48 AM,-30.48359694,43.301765,,
EA600-18kHz,11/27/22,7:17:58 AM,30;29;02.210 S,43;18;03.598 E,1995.3,1988.23,11/27/22 7:17:58 AM,-30.48394722,43.30099944,,
EA600-18kHz,11/27/22,7:18:08 AM,30;29;03.479 S,43;18;00.851 E,1997.7,1990.69,11/27/22 7:18:08 AM,-30.48429972,43.30023639,,
EA600-18kHz,11/27/22,7:18:18 AM,30;29;04.738 S,43;17;58.118 E,1999.3,1992.24,11/27/22 7:18:18 AM,-30.48464944,43.29947722,,
EA600-18kHz,11/27/22,7:18:28 AM,30;29;06.022 S,43;17;55.370 E,2000.22,1993.01,11/27/22 7:18:28 AM,-30.48500611,43.29871389,,
EA600-18kHz,11/27/22,7:18:38 AM,30;29;07.251 S,43;17;52.617 E,2000.84,1994.16,11/27/22 7:18:38 AM,-30.4853475,43.29794917,,
EA600-18kHz,11/27/22,7:18:48 AM,30;29;08.525 S,43;17;49.874 E,2002.08,1995.08,11/27/22 7:18:48 AM,-30.48570139,43.29718722,,
EA600-18kHz,11/27/22,7:18:58 AM,30;29;09.754 S,43;17;47.107 E,2003.53,1996.86,11/27/22 7:18:58 AM,-30.48604278,43.29641861,,
EA600-18kHz,11/27/22,7:19:08 AM,30;29;10.981 S,43;17;44.329 E,2005.12,1998.4,11/27/22 7:19:08 AM,-30.48638361,43.29564694,,
EA600-18kHz,11/27/22,7:19:18 AM,30;29;12.255 S,43;17;41.566 E,2006.66,1999.8,11/27/22 7:19:18 AM,-30.4867375,43.29487944,,
EA600-18kHz,11/27/22,7:19:28 AM,30;29;13.501 S,43;17;38.781 E,2007.63,2000.96,11/27/22 7:19:28 AM,-30.48708361,43.29410583,,
EA600-18kHz,11/27/22,7:19:38 AM,30;29;14.770 S,43;17;35.999 E,2009.91,2002.8,11/27/22 7:19:38 AM,-30.48743611,43.29333306,,
EA600-18kHz,11/27/22,7:19:48 AM,30;29;15.991 S,43;17;33.238 E,2011.2,2004.62,11/27/22 7:19:48 AM,-30.48777528,43.29256611,,
EA600-18kHz,11/27/22,7:19:58 AM,30;29;17.261 S,43;17;30.488 E,2014,2007.25,11/27/22 7:19:58 AM,-30.48812806,43.29180222,,
EA600-18kHz,11/27/22,7:20:08 AM,30;29;18.560 S,43;17;27.754 E,2019.47,2012.65,11/27/22 7:20:08 AM,-30.48848889,43.29104278,,
EA600-18kHz,11/27/22,7:20:19 AM,30;29;19.793 S,43;17;25.037 E,2022.64,2015.91,11/27/22 7:20:19 AM,-30.48883139,43.29028806,,
EA600-18kHz,11/27/22,7:20:49 AM,30;29;23.564 S,43;17;16.762 E,2037.73,2030.68,11/27/22 7:20:49 AM,-30.48987889,43.28798944,,
EA600-18kHz,11/27/22,7:20:59 AM,30;29;24.821 S,43;17;13.987 E,2041.9,2035.13,11/27/22 7:20:59 AM,-30.49022806,43.28721861,,
EA600-18kHz,11/27/22,7:21:09 AM,30;29;26.068 S,43;17;11.195 E,2046.61,2039.92,11/27/22 7:21:09 AM,-30.49057444,43.28644306,,
EA600-18kHz,11/27/22,7:21:19 AM,30;29;27.302 S,43;17;08.393 E,2050.5,2043.73,11/27/22 7:21:19 AM,-30.49091722,43.28566472,,
EA600-18kHz,11/27/22,7:21:29 AM,30;29;28.577 S,43;17;05.591 E,2054.54,2047.73,11/27/22 7:21:29 AM,-30.49127139,43.28488639,,
EA600-18kHz,11/27/22,7:21:39 AM,30;29;29.827 S,43;17;02.790 E,2058.7,2052.22,11/27/22 7:21:39 AM,-30.49161861,43.28410833,,
EA600-18kHz,11/27/22,7:21:49 AM,30;29;31.099 S,43;16;59.998 E,2062.85,2056.17,11/27/22 7:21:49 AM,-30.49197194,43.28333278,,
EA600-18kHz,11/27/22,7:21:59 AM,30;29;32.376 S,43;16;57.197 E,2066.17,2059.71,11/27/22 7:21:59 AM,-30.49232667,43.28255472,,
EA600-18kHz,11/27/22,7:22:09 AM,30;29;33.691 S,43;16;54.400 E,2067.44,2060.72,11/27/22 7:22:09 AM,-30.49269194,43.28177778,,
EA600-18kHz,11/27/22,7:22:19 AM,30;29;34.980 S,43;16;51.600 E,2067.46,2060.93,11/27/22 7:22:19 AM,-30.49305,43.281,,
EA600-18kHz,11/27/22,7:22:29 AM,30;29;36.292 S,43;16;48.822 E,2068.02,2061.68,11/27/22 7:22:29 AM,-30.49341444,43.28022833,,
EA600-18kHz,11/27/22,7:22:39 AM,30;29;37.634 S,43;16;46.042 E,2068.44,2062.04,11/27/22 7:22:39 AM,-30.49378722,43.27945611,,
EA600-18kHz,11/27/22,7:23:09 AM,30;29;41.651 S,43;16;37.835 E,2065.54,2058.99,11/27/22 7:23:09 AM,-30.49490306,43.27717639,,
EA600-18kHz,11/27/22,7:23:19 AM,30;29;42.996 S,43;16;35.079 E,2063.93,2057.16,11/27/22 7:23:19 AM,-30.49527667,43.27641083,,
EA600-18kHz,11/27/22,7:23:29 AM,30;29;44.321 S,43;16;32.333 E,2060.92,2054.34,11/27/22 7:23:29 AM,-30.49564472,43.27564806,,
EA600-18kHz,11/27/22,7:23:49 AM,30;29;46.959 S,43;16;26.765 E,2057.08,2050.42,11/27/22 7:23:49 AM,-30.4963775,43.27410139,,
EA600-18kHz,11/27/22,7:23:59 AM,30;29;48.274 S,43;16;23.958 E,2054.72,2048.06,11/27/22 7:23:59 AM,-30.49674278,43.27332167,,
EA600-18kHz,11/27/22,7:24:09 AM,30;29;49.566 S,43;16;21.160 E,2053.12,2046.75,11/27/22 7:24:09 AM,-30.49710167,43.27254444,,
EA600-18kHz,11/27/22,7:24:19 AM,30;29;50.881 S,43;16;18.363 E,2054.15,2047.63,11/27/22 7:24:19 AM,-30.49746694,43.2717675,,
EA600-18kHz,11/27/22,7:24:29 AM,30;29;52.190 S,43;16;15.596 E,2053.06,2046.46,11/27/22 7:24:29 AM,-30.49783056,43.27099889,,
EA600-18kHz,11/27/22,7:24:39 AM,30;29;53.521 S,43;16;12.779 E,2053.05,2046.38,11/27/22 7:24:39 AM,-30.49820028,43.27021639,,
EA600-18kHz,11/27/22,7:24:59 AM,30;29;56.249 S,43;16;07.258 E,2055.97,2049.05,11/27/22 7:24:59 AM,-30.49895806,43.26868278,,
EA600-18kHz,11/27/22,7:25:09 AM,30;29;57.610 S,43;16;04.517 E,2059.26,2052.49,11/27/22 7:25:09 AM,-30.49933611,43.26792139,,
EA600-18kHz,11/27/22,7:25:19 AM,30;29;58.946 S,43;16;01.734 E,2060.11,2053.59,11/27/22 7:25:19 AM,-30.49970722,43.26714833,,
EA600-18kHz,11/27/22,7:25:29 AM,30;30;00.300 S,43;15;58.987 E,2055.5,2048.82,11/27/22 7:25:29 AM,-30.50008333,43.26638528,,
EA600-18kHz,11/27/22,7:25:39 AM,30;30;01.629 S,43;15;56.221 E,2053.71,2046.85,11/27/22 7:25:39 AM,-30.5004525,43.26561694,,
EA600-18kHz,11/27/22,7:25:49 AM,30;30;02.945 S,43;15;53.471 E,2047.3,2040.35,11/27/22 7:25:49 AM,-30.50081806,43.26485306,,
EA600-18kHz,11/27/22,7:26:00 AM,30;30;04.275 S,43;15;50.717 E,2045.42,2038.4,11/27/22 7:26:00 AM,-30.5011875,43.26408806,,
EA600-18kHz,11/27/22,7:26:10 AM,30;30;05.578 S,43;15;47.966 E,2044.63,2037.64,11/27/22 7:26:10 AM,-30.50154944,43.26332389,,
EA600-18kHz,11/27/22,7:26:20 AM,30;30;06.880 S,43;15;45.204 E,2043.83,2036.86,11/27/22 7:26:20 AM,-30.50191111,43.26255667,,
EA600-18kHz,11/27/22,7:26:30 AM,30;30;08.166 S,43;15;42.464 E,2041.61,2034.57,11/27/22 7:26:30 AM,-30.50226833,43.26179556,,
EA600-18kHz,11/27/22,7:26:50 AM,30;30;10.702 S,43;15;36.930 E,2046.27,2039.94,11/27/22 7:26:50 AM,-30.50297278,43.26025833,,
EA600-18kHz,11/27/22,7:27:00 AM,30;30;12.039 S,43;15;34.222 E,2043.6,2037.24,11/27/22 7:27:00 AM,-30.50334417,43.25950611,,
EA600-18kHz,11/27/22,7:27:10 AM,30;30;13.345 S,43;15;31.490 E,2045.39,2039.11,11/27/22 7:27:10 AM,-30.50370694,43.25874722,,
EA600-18kHz,11/27/22,7:27:20 AM,30;30;14.702 S,43;15;28.749 E,2047.44,2041.04,11/27/22 7:27:20 AM,-30.50408389,43.25798583,,
EA600-18kHz,11/27/22,7:27:30 AM,30;30;16.066 S,43;15;26.035 E,2051,2044.58,11/27/22 7:27:30 AM,-30.50446278,43.25723194,,
EA600-18kHz,11/27/22,7:27:40 AM,30;30;17.426 S,43;15;23.296 E,2054.7,2047.93,11/27/22 7:27:40 AM,-30.50484056,43.25647111,,
EA600-18kHz,11/27/22,7:27:50 AM,30;30;18.755 S,43;15;20.542 E,2055.1,2048.24,11/27/22 7:27:50 AM,-30.50520972,43.25570611,,
EA600-18kHz,11/27/22,7:28:00 AM,30;30;20.126 S,43;15;17.802 E,2054.38,2047.39,11/27/22 7:28:00 AM,-30.50559056,43.254945,,
EA600-18kHz,11/27/22,7:28:10 AM,30;30;21.487 S,43;15;15.040 E,2053.91,2046.89,11/27/22 7:28:10 AM,-30.50596861,43.25417778,,
EA600-18kHz,11/27/22,7:28:20 AM,30;30;22.821 S,43;15;12.276 E,2053.19,2046.25,11/27/22 7:28:20 AM,-30.50633917,43.25341,,
EA600-18kHz,11/27/22,7:28:30 AM,30;30;24.187 S,43;15;09.498 E,2053.01,2046.15,11/27/22 7:28:30 AM,-30.50671861,43.25263833,,
EA600-18kHz,11/27/22,7:28:40 AM,30;30;25.545 S,43;15;06.744 E,2053.67,2046.63,11/27/22 7:28:40 AM,-30.50709583,43.25187333,,
EA600-18kHz,11/27/22,7:29:00 AM,30;30;28.242 S,43;15;01.192 E,2053.86,2047.12,11/27/22 7:29:00 AM,-30.507845,43.25033111,,
EA600-18kHz,11/27/22,7:29:10 AM,30;30;29.583 S,43;14;58.410 E,2053.33,2046.69,11/27/22 7:29:10 AM,-30.5082175,43.24955833,,
EA600-18kHz,11/27/22,7:29:20 AM,30;30;30.945 S,43;14;55.635 E,2054.1,2047.48,11/27/22 7:29:20 AM,-30.50859583,43.2487875,,
EA600-18kHz,11/27/22,7:29:30 AM,30;30;32.229 S,43;14;52.870 E,2054.43,2048.24,11/27/22 7:29:30 AM,-30.5089525,43.24801944,,
EA600-18kHz,11/27/22,7:29:40 AM,30;30;33.551 S,43;14;50.113 E,2057.91,2051.36,11/27/22 7:29:40 AM,-30.50931972,43.24725361,,
EA600-18kHz,11/27/22,7:29:50 AM,30;30;34.863 S,43;14;47.390 E,2061.4,2054.82,11/27/22 7:29:50 AM,-30.50968417,43.24649722,,
EA600-18kHz,11/27/22,7:30:00 AM,30;30;36.196 S,43;14;44.647 E,2066.08,2059.4,11/27/22 7:30:00 AM,-30.51005444,43.24573528,,
EA600-18kHz,11/27/22,7:30:10 AM,30;30;37.491 S,43;14;41.923 E,2070.14,2064.13,11/27/22 7:30:10 AM,-30.51041417,43.24497861,,
EA600-18kHz,11/27/22,7:30:20 AM,30;30;38.851 S,43;14;39.210 E,2073.86,2067.1,11/27/22 7:30:20 AM,-30.51079194,43.244225,,
EA600-18kHz,11/27/22,7:30:30 AM,30;30;40.169 S,43;14;36.501 E,2078,2071.53,11/27/22 7:30:30 AM,-30.51115806,43.2434725,,
EA600-18kHz,11/27/22,7:30:40 AM,30;30;41.473 S,43;14;33.781 E,2078.77,2072.2,11/27/22 7:30:40 AM,-30.51152028,43.24271694,,
EA600-18kHz,11/27/22,7:30:50 AM,30;30;42.783 S,43;14;31.053 E,2080.72,2074.4,11/27/22 7:30:50 AM,-30.51188417,43.24195917,,
EA600-18kHz,11/27/22,7:31:00 AM,30;30;44.123 S,43;14;28.333 E,2083.61,2077.12,11/27/22 7:31:00 AM,-30.51225639,43.24120361,,
EA600-18kHz,11/27/22,7:31:10 AM,30;30;45.443 S,43;14;25.592 E,2085.8,2079.14,11/27/22 7:31:10 AM,-30.51262306,43.24044222,,
EA600-18kHz,11/27/22,7:31:20 AM,30;30;46.769 S,43;14;22.838 E,2088.13,2081.93,11/27/22 7:31:20 AM,-30.51299139,43.23967722,,
EA600-18kHz,11/27/22,7:31:30 AM,30;30;48.113 S,43;14;20.084 E,2090.63,2084.44,11/27/22 7:31:30 AM,-30.51336472,43.23891222,,
EA600-18kHz,11/27/22,7:31:41 AM,30;30;49.457 S,43;14;17.354 E,2093.66,2087.73,11/27/22 7:31:41 AM,-30.51373806,43.23815389,,
EA600-18kHz,11/27/22,7:31:51 AM,30;30;50.785 S,43;14;14.628 E,2097.05,2090.7,11/27/22 7:31:51 AM,-30.51410694,43.23739667,,
EA600-18kHz,11/27/22,7:32:01 AM,30;30;52.098 S,43;14;11.891 E,2101.03,2094.66,11/27/22 7:32:01 AM,-30.51447167,43.23663639,,
