sounder,date (dd/mm/yyyy),time (hh:mm:ss),latitude (dd;mm;ss.sss h),longitude  (dd;mm;ss.sss h),depth,range (m),time,lat,lon,unnamed: 10,unnamed: 11,unique_id,platform_name,raster_val,has_reference,tid_value,transit_id,outlier,outlier_reason
EA600-18kHz,11/28/22,1:44:52 PM,33;02;07.250 S,35;11;48.999 E,-1479.13,1470.89,2022-11-28 13:44:52,-33.03534722,35.19694417,,,unknown_vessel,unknown,-1452.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:44:59 PM,33;02;07.742 S,35;11;46.916 E,-1479.97,1471.45,2022-11-28 13:44:59,-33.03548389,35.19636556,,,unknown_vessel,unknown,-1452.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:06 PM,33;02;08.203 S,35;11;44.802 E,-1480.94,1472.4,2022-11-28 13:45:06,-33.03561194,35.19577833,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:12 PM,33;02;08.649 S,35;11;42.690 E,-1481.05,1472.71,2022-11-28 13:45:12,-33.03573583,35.19519167,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:19 PM,33;02;09.111 S,35;11;40.579 E,-1481.6,1473.03,2022-11-28 13:45:19,-33.03586417,35.19460528,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:26 PM,33;02;09.542 S,35;11;38.456 E,-1483.35,1475.03,2022-11-28 13:45:26,-33.03598389,35.19401556,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:32 PM,33;02;09.991 S,35;11;36.352 E,-1483.02,1474.54,2022-11-28 13:45:32,-33.03610861,35.19343111,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:39 PM,33;02;10.401 S,35;11;34.234 E,-1483.45,1475.49,2022-11-28 13:45:39,-33.0362225,35.19284278,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:46 PM,33;02;10.845 S,35;11;32.131 E,-1485.89,1477.87,2022-11-28 13:45:46,-33.03634583,35.19225861,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:53 PM,33;02;11.303 S,35;11;30.038 E,-1486.44,1477.75,2022-11-28 13:45:53,-33.03647306,35.19167722,,,unknown_vessel,unknown,-1461.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:45:59 PM,33;02;11.721 S,35;11;27.935 E,-1488.74,1480.21,2022-11-28 13:45:59,-33.03658917,35.19109306,,,unknown_vessel,unknown,-1481.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:06 PM,33;02;12.166 S,35;11;25.819 E,-1493.01,1484.23,2022-11-28 13:46:06,-33.03671278,35.19050528,,,unknown_vessel,unknown,-1481.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:19 PM,33;02;13.034 S,35;11;21.612 E,-1497.33,1488.83,2022-11-28 13:46:19,-33.03695389,35.18933667,,,unknown_vessel,unknown,-1481.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:26 PM,33;02;13.479 S,35;11;19.513 E,-1498.43,1489.88,2022-11-28 13:46:26,-33.0370775,35.18875361,,,unknown_vessel,unknown,-1481.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:33 PM,33;02;13.896 S,35;11;17.409 E,-1497.62,1489.09,2022-11-28 13:46:33,-33.03719333,35.18816917,,,unknown_vessel,unknown,-1481.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:39 PM,33;02;14.347 S,35;11;15.322 E,-1496.88,1488.43,2022-11-28 13:46:39,-33.03731861,35.18758944,,,unknown_vessel,unknown,-1481.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:46 PM,33;02;14.798 S,35;11;13.223 E,-1495.72,1487.46,2022-11-28 13:46:46,-33.03744389,35.18700639,,,unknown_vessel,unknown,-1472.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:53 PM,33;02;15.236 S,35;11;11.124 E,-1493.53,1485.75,2022-11-28 13:46:53,-33.03756556,35.18642333,,,unknown_vessel,unknown,-1468.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:46:59 PM,33;02;15.704 S,35;11;09.053 E,-1490.15,1482.19,2022-11-28 13:46:59,-33.03769556,35.18584806,,,unknown_vessel,unknown,-1468.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:06 PM,33;02;16.170 S,35;11;06.977 E,-1488.29,1479.71,2022-11-28 13:47:06,-33.037825,35.18527139,,,unknown_vessel,unknown,-1468.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:13 PM,33;02;16.648 S,35;11;04.881 E,-1488.62,1479.91,2022-11-28 13:47:13,-33.03795778,35.18468917,,,unknown_vessel,unknown,-1468.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:26 PM,33;02;17.629 S,35;11;00.724 E,-1484.99,1476.63,2022-11-28 13:47:26,-33.03823028,35.18353444,,,unknown_vessel,unknown,-1468.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:33 PM,33;02;18.114 S,35;10;58.668 E,-1484.63,1476.24,2022-11-28 13:47:33,-33.038365,35.18296333,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:40 PM,33;02;18.584 S,35;10;56.568 E,-1483.83,1475.63,2022-11-28 13:47:40,-33.03849556,35.18238,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:46 PM,33;02;19.080 S,35;10;54.479 E,-1484.1,1475.26,2022-11-28 13:47:46,-33.03863333,35.18179972,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:47:53 PM,33;02;19.593 S,35;10;52.411 E,-1483.9,1474.86,2022-11-28 13:47:53,-33.03877583,35.18122528,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:00 PM,33;02;20.035 S,35;10;50.302 E,-1482.81,1474.61,2022-11-28 13:48:00,-33.03889861,35.18063944,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:06 PM,33;02;20.515 S,35;10;48.205 E,-1479.8,1471.34,2022-11-28 13:48:06,-33.03903194,35.18005694,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:13 PM,33;02;21.007 S,35;10;46.110 E,-1479.79,1471.4,2022-11-28 13:48:13,-33.03916861,35.179475,,,unknown_vessel,unknown,-1474.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:20 PM,33;02;21.505 S,35;10;44.018 E,-1481.28,1472.66,2022-11-28 13:48:20,-33.03930694,35.17889389,,,unknown_vessel,unknown,-1477.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:26 PM,33;02;22.018 S,35;10;41.954 E,-1481.09,1472.27,2022-11-28 13:48:26,-33.03944944,35.17832056,,,unknown_vessel,unknown,-1477.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:33 PM,33;02;22.483 S,35;10;39.859 E,-1479.16,1470.82,2022-11-28 13:48:33,-33.03957861,35.17773861,,,unknown_vessel,unknown,-1477.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:46 PM,33;02;23.481 S,35;10;35.692 E,-1476.95,1468.42,2022-11-28 13:48:46,-33.03985583,35.17658111,,,unknown_vessel,unknown,-1477.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:48:53 PM,33;02;23.934 S,35;10;33.610 E,-1475.68,1467.28,2022-11-28 13:48:53,-33.03998167,35.17600278,,,unknown_vessel,unknown,-1477.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:00 PM,33;02;24.407 S,35;10;31.518 E,-1475.2,1466.89,2022-11-28 13:49:00,-33.04011306,35.17542167,,,unknown_vessel,unknown,-1477.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:06 PM,33;02;24.873 S,35;10;29.407 E,-1476.54,1467.97,2022-11-28 13:49:06,-33.0402425,35.17483528,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:13 PM,33;02;25.361 S,35;10;27.331 E,-1479.79,1470.9,2022-11-28 13:49:13,-33.04037806,35.17425861,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:20 PM,33;02;25.834 S,35;10;25.228 E,-1478.88,1470.44,2022-11-28 13:49:20,-33.04050944,35.17367444,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:27 PM,33;02;26.312 S,35;10;23.094 E,-1478.27,1469.71,2022-11-28 13:49:27,-33.04064222,35.17308167,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:33 PM,33;02;26.805 S,35;10;20.982 E,-1478.74,1470.21,2022-11-28 13:49:33,-33.04077917,35.172495,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:40 PM,33;02;27.270 S,35;10;18.869 E,-1477.07,1468.71,2022-11-28 13:49:40,-33.04090833,35.17190806,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:47 PM,33;02;27.751 S,35;10;16.784 E,-1477.0,1467.87,2022-11-28 13:49:47,-33.04104194,35.17132889,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:49:53 PM,33;02;28.225 S,35;10;14.681 E,-1477.99,1469.25,2022-11-28 13:49:53,-33.04117361,35.17074472,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:00 PM,33;02;28.646 S,35;10;12.556 E,-1475.02,1467.24,2022-11-28 13:50:00,-33.04129056,35.17015444,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:07 PM,33;02;29.124 S,35;10;10.468 E,-1475.7,1467.4,2022-11-28 13:50:07,-33.04142333,35.16957444,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:13 PM,33;02;29.606 S,35;10;08.389 E,-1477.28,1468.6,2022-11-28 13:50:13,-33.04155722,35.16899694,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:27 PM,33;02;30.548 S,35;10;04.241 E,-1480.99,1472.36,2022-11-28 13:50:27,-33.04181889,35.16784472,,,unknown_vessel,unknown,-1482.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:40 PM,33;02;31.465 S,35;10;00.042 E,-1485.71,1477.14,2022-11-28 13:50:40,-33.04207361,35.16667833,,,unknown_vessel,unknown,-1482.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:47 PM,33;02;31.936 S,35;09;57.941 E,-1487.5,1478.81,2022-11-28 13:50:47,-33.04220444,35.16609472,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:50:53 PM,33;02;32.367 S,35;09;55.837 E,-1489.77,1481.09,2022-11-28 13:50:53,-33.04232417,35.16551028,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:00 PM,33;02;32.835 S,35;09;53.742 E,-1491.93,1483.05,2022-11-28 13:51:00,-33.04245417,35.16492833,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:07 PM,33;02;33.284 S,35;09;51.634 E,-1494.52,1486.16,2022-11-28 13:51:07,-33.04257889,35.16434278,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:13 PM,33;02;33.740 S,35;09;49.522 E,-1503.99,1495.93,2022-11-28 13:51:13,-33.04270556,35.16375611,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:20 PM,33;02;34.214 S,35;09;47.412 E,-1497.45,1488.78,2022-11-28 13:51:20,-33.04283722,35.16317,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:27 PM,33;02;34.671 S,35;09;45.307 E,-1505.8,1496.97,2022-11-28 13:51:27,-33.04296417,35.16258528,,,unknown_vessel,unknown,-1495.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:34 PM,33;02;35.138 S,35;09;43.186 E,-1504.58,1496.45,2022-11-28 13:51:34,-33.04309389,35.16199611,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:40 PM,33;02;35.582 S,35;09;41.081 E,-1506.23,1498.25,2022-11-28 13:51:40,-33.04321722,35.16141139,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:47 PM,33;02;36.052 S,35;09;39.007 E,-1507.34,1499.1,2022-11-28 13:51:47,-33.04334778,35.16083528,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:51:54 PM,33;02;36.540 S,35;09;36.903 E,-1512.68,1504.09,2022-11-28 13:51:54,-33.04348333,35.16025083,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:00 PM,33;02;36.994 S,35;09;34.790 E,-1513.75,1505.46,2022-11-28 13:52:00,-33.04360944,35.15966389,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:07 PM,33;02;37.446 S,35;09;32.694 E,-1516.58,1508.25,2022-11-28 13:52:07,-33.043735,35.15908167,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:14 PM,33;02;37.913 S,35;09;30.605 E,-1513.73,1505.29,2022-11-28 13:52:14,-33.04386472,35.15850139,,,unknown_vessel,unknown,-1517.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:20 PM,33;02;38.350 S,35;09;28.480 E,-1513.33,1505.17,2022-11-28 13:52:20,-33.04398611,35.15791111,,,unknown_vessel,unknown,-1516.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:27 PM,33;02;38.806 S,35;09;26.361 E,-1515.6,1507.31,2022-11-28 13:52:27,-33.04411278,35.1573225,,,unknown_vessel,unknown,-1516.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:34 PM,33;02;39.291 S,35;09;24.257 E,-1519.19,1510.87,2022-11-28 13:52:34,-33.0442475,35.15673806,,,unknown_vessel,unknown,-1516.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:40 PM,33;02;39.722 S,35;09;22.140 E,-1519.74,1511.73,2022-11-28 13:52:40,-33.04436722,35.15615,,,unknown_vessel,unknown,-1516.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:52:47 PM,33;02;40.210 S,35;09;20.033 E,-1524.34,1515.86,2022-11-28 13:52:47,-33.04450278,35.15556472,,,unknown_vessel,unknown,-1516.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:00 PM,33;02;41.140 S,35;09;15.800 E,-1524.1,1515.91,2022-11-28 13:53:00,-33.04476111,35.15438889,,,unknown_vessel,unknown,-1516.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:07 PM,33;02;41.626 S,35;09;13.699 E,-1526.44,1518.02,2022-11-28 13:53:07,-33.04489611,35.15380528,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:14 PM,33;02;42.098 S,35;09;11.607 E,-1531.99,1523.7,2022-11-28 13:53:14,-33.04502722,35.15322417,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:20 PM,33;02;42.588 S,35;09;09.509 E,-1530.7,1522.31,2022-11-28 13:53:20,-33.04516333,35.15264139,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:34 PM,33;02;43.534 S,35;09;05.310 E,-1531.81,1523.92,2022-11-28 13:53:34,-33.04542611,35.151475,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:41 PM,33;02;44.010 S,35;09;03.224 E,-1530.44,1522.25,2022-11-28 13:53:41,-33.04555833,35.15089556,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:47 PM,33;02;44.458 S,35;09;01.152 E,-1532.13,1524.08,2022-11-28 13:53:47,-33.04568278,35.15032,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:53:54 PM,33;02;44.929 S,35;08;59.065 E,-1534.04,1526.04,2022-11-28 13:53:54,-33.04581361,35.14974028,,,unknown_vessel,unknown,-1522.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:01 PM,33;02;45.399 S,35;08;56.954 E,-1534.24,1526.38,2022-11-28 13:54:01,-33.04594417,35.14915389,,,unknown_vessel,unknown,-1525.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:07 PM,33;02;45.871 S,35;08;54.848 E,-1535.21,1526.82,2022-11-28 13:54:07,-33.04607528,35.14856889,,,unknown_vessel,unknown,-1525.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:14 PM,33;02;46.373 S,35;08;52.786 E,-1536.37,1527.87,2022-11-28 13:54:14,-33.04621472,35.14799611,,,unknown_vessel,unknown,-1525.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:21 PM,33;02;46.807 S,35;08;50.697 E,-1536.03,1528.46,2022-11-28 13:54:21,-33.04633528,35.14741583,,,unknown_vessel,unknown,-1525.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:27 PM,33;02;47.295 S,35;08;48.591 E,-1536.44,1528.36,2022-11-28 13:54:27,-33.04647083,35.14683083,,,unknown_vessel,unknown,-1525.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:34 PM,33;02;47.779 S,35;08;46.486 E,-1536.55,1528.56,2022-11-28 13:54:34,-33.04660528,35.14624611,,,unknown_vessel,unknown,-1525.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:41 PM,33;02;48.228 S,35;08;44.363 E,-1536.07,1528.28,2022-11-28 13:54:41,-33.04673,35.14565639,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:54:47 PM,33;02;48.739 S,35;08;42.253 E,-1536.98,1528.49,2022-11-28 13:54:47,-33.04687194,35.14507028,,,unknown_vessel,unknown,-1528.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:55:28 PM,33;02;51.552 S,35;08;29.508 E,-1538.58,1530.56,2022-11-28 13:55:28,-33.04765333,35.14153,,,unknown_vessel,unknown,-1512.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:55:34 PM,33;02;52.030 S,35;08;27.375 E,-1537.23,1529.19,2022-11-28 13:55:34,-33.04778611,35.1409375,,,unknown_vessel,unknown,-1512.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:55:41 PM,33;02;52.524 S,35;08;25.248 E,-1537.77,1529.46,2022-11-28 13:55:41,-33.04792333,35.14034667,,,unknown_vessel,unknown,-1512.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:55:48 PM,33;02;52.983 S,35;08;23.107 E,-1540.13,1531.51,2022-11-28 13:55:48,-33.04805083,35.13975194,,,unknown_vessel,unknown,-1512.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:56:08 PM,33;02;54.366 S,35;08;16.758 E,-1537.2,1529.07,2022-11-28 13:56:08,-33.048435,35.13798833,,,unknown_vessel,unknown,-1512.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:56:14 PM,33;02;54.846 S,35;08;14.649 E,-1538.01,1529.86,2022-11-28 13:56:14,-33.04856833,35.1374025,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:56:28 PM,33;02;55.760 S,35;08;10.402 E,-1535.27,1527.36,2022-11-28 13:56:28,-33.04882222,35.13622278,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:56:34 PM,33;02;56.260 S,35;08;08.298 E,-1536.41,1527.9,2022-11-28 13:56:34,-33.04896111,35.13563833,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:56:48 PM,33;02;57.191 S,35;08;04.078 E,-1535.42,1527.43,2022-11-28 13:56:48,-33.04921972,35.13446611,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:01 PM,33;02;58.130 S,35;07;59.819 E,-1534.33,1526.3,2022-11-28 13:57:01,-33.04948056,35.13328306,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:08 PM,33;02;58.588 S,35;07;57.672 E,-1533.92,1526.27,2022-11-28 13:57:08,-33.04960778,35.13268667,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:15 PM,33;02;59.105 S,35;07;55.539 E,-1532.39,1524.21,2022-11-28 13:57:15,-33.04975139,35.13209417,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:21 PM,33;02;59.553 S,35;07;53.410 E,-1534.68,1526.69,2022-11-28 13:57:21,-33.04987583,35.13150278,,,unknown_vessel,unknown,-1507.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:28 PM,33;03;00.031 S,35;07;51.290 E,-1532.36,1524.42,2022-11-28 13:57:28,-33.05000861,35.13091389,,,unknown_vessel,unknown,-1494.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:35 PM,33;03;00.518 S,35;07;49.146 E,-1531.94,1523.78,2022-11-28 13:57:35,-33.05014389,35.13031833,,,unknown_vessel,unknown,-1494.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:41 PM,33;03;00.988 S,35;07;47.015 E,-1531.25,1523.13,2022-11-28 13:57:41,-33.05027444,35.12972639,,,unknown_vessel,unknown,-1494.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:48 PM,33;03;01.472 S,35;07;44.883 E,-1532.68,1524.7,2022-11-28 13:57:48,-33.05040889,35.12913417,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:57:55 PM,33;03;01.959 S,35;07;42.738 E,-1530.18,1521.88,2022-11-28 13:57:55,-33.05054417,35.12853833,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:01 PM,33;03;02.410 S,35;07;40.581 E,-1529.41,1521.51,2022-11-28 13:58:01,-33.05066944,35.12793917,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:08 PM,33;03;02.919 S,35;07;38.435 E,-1528.49,1520.27,2022-11-28 13:58:08,-33.05081083,35.12734306,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:15 PM,33;03;03.397 S,35;07;36.291 E,-1527.54,1519.69,2022-11-28 13:58:15,-33.05094361,35.1267475,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:21 PM,33;03;03.894 S,35;07;34.145 E,-1526.61,1518.04,2022-11-28 13:58:21,-33.05108167,35.12615139,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:28 PM,33;03;04.383 S,35;07;32.000 E,-1527.61,1518.79,2022-11-28 13:58:28,-33.0512175,35.12555556,,,unknown_vessel,unknown,-1491.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:35 PM,33;03;04.859 S,35;07;29.850 E,-1528.0,1519.32,2022-11-28 13:58:35,-33.05134972,35.12495833,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:42 PM,33;03;05.335 S,35;07;27.710 E,-1526.82,1518.36,2022-11-28 13:58:42,-33.05148194,35.12436389,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:48 PM,33;03;05.785 S,35;07;25.581 E,-1525.17,1516.98,2022-11-28 13:58:48,-33.05160694,35.1237725,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:58:55 PM,33;03;06.266 S,35;07;23.447 E,-1526.1,1517.94,2022-11-28 13:58:55,-33.05174056,35.12317972,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:59:02 PM,33;03;06.730 S,35;07;21.302 E,-1524.14,1515.93,2022-11-28 13:59:02,-33.05186944,35.12258389,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:59:08 PM,33;03;07.216 S,35;07;19.160 E,-1524.87,1516.15,2022-11-28 13:59:08,-33.05200444,35.12198889,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:59:15 PM,33;03;07.689 S,35;07;16.990 E,-1524.95,1516.15,2022-11-28 13:59:15,-33.05213583,35.12138611,,,unknown_vessel,unknown,-1487.0,True,11.0,unknown_vessel_T010,False,
EA600-18kHz,11/28/22,1:59:22 PM,33;03;08.147 S,35;07;14.848 E,-1523.28,1515.2,2022-11-28 13:59:22,-33.05226306,35.12079111,,,unknown_vessel,unknown,-1475.0,True,11.0,unknown_vessel_T010,False,
